sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.131959	0.100515	-7.88467e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.23351	0.0998821	-4.97064e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.486052	0.100051	-1.46584e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.258123	0.100623	-2.21064e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	-0.197431	0.100315	-3.35904e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.478954	0.100224	-1.37871e-10
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.068776	0.099832	-1.1907e-08
0	15	15	0	0.0	1.0	0.0
1	0	16	0	-0.0127508	0.0998255	2.52808e-09
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.129106	0.100159	-1.53184e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	-0.507894	0.0999358	-2.71567e-10
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.189269	0.10021	-1.58097e-08
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.264043	0.0999749	9.60864e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.171499	0.100289	-2.25584e-08
1	11	27	0	0.0	1.0	0.0
1 12 -1.44327 0.105131 -3.19282e-08 0.105893 -1.01204e-07
1	13	29	0	0.0	1.0	0.0
1 14 -0.175259 0.10006 1.97696e-08 0.100054 2.19748e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.205117	0.100105	-1.20165e-08
2	1	33	0	0.0	1.0	0.0
