sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.332321	0.100489	1.53523e-08
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.792633	0.0997529	2.24919e-08
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.350949	0.100018	-1.88216e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.275575	0.100084	-1.89142e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	-0.152526	0.100255	-3.07141e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.918175	0.0997335	1.86572e-08
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.584163	0.099536	3.81614e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.456559	0.0992291	1.35745e-08
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.0702286	0.100138	-1.26408e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	-0.101508	0.0997139	0.0
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0710131	0.100062	-4.38698e-09
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.342885	0.100067	-7.83391e-09
1	9	25	0	0.0	1.0	0.0
1	10	26	0	-28.5701	0.111534	-9.53674e-07
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-28.5701	0.111534	-9.53674e-07
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-27.8286	0.539742	-2.7275e-05
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.018969	0.10019	-2.56976e-08
2	1	33	0	0.0	1.0	0.0
