sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.240744	0.100543	7.41002e-09
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.181735	0.100082	-3.45647e-09
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.350949	0.100018	-1.88216e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.393136	0.100183	-2.87439e-08
0	9	9	0	0.0	1.0	0.0
0	10	10	0	0.210008	0.10007	-1.28699e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.645123	0.09984	9.95451e-09
0	13	13	0	0.0	1.0	0.0
0	14	14	0	0.557345	0.0995718	3.33788e-09
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.456559	0.0992291	1.35745e-08
1	1	17	0	0.0	1.0	0.0
1	2	18	0	0.23181	0.099959	-2.61159e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	-0.282423	0.100293	-2.62131e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0710131	0.100062	-4.38698e-09
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.273474	0.100423	-1.01554e-08
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.747218	0.0998433	2.37623e-08
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-1.44327	0.105131	-3.19282e-08
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-0.594887	0.10013	1.36177e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.0110876	0.100179	-2.3225e-08
2	1	33	0	0.0	1.0	0.0
