sid	ch	det	crystal	a0	a1	a2
0	0	0	0	0.266059	0.100458	1.1709e-08
0	1	1	0	0.0	1.0	0.0
0	2	2	0	0.997033	0.0999648	2.92702e-08
0	3	3	0	0.0	1.0	0.0
0	4	4	0	0.0	0.0	0.0
0	5	5	0	0.0	1.0	0.0
0	6	6	0	-0.535471	0.100171	-3.83749e-08
0	7	7	0	0.0	1.0	0.0
0	8	8	0	-0.109735	0.0998837	-5.11121e-09
0	9	9	0	0.0	1.0	0.0
0	10	10	0	-0.0696689	0.100166	-2.70205e-08
0	11	11	0	0.0	1.0	0.0
0	12	12	0	0.362755	0.100137	-1.27594e-10
0	13	13	0	0.0	1.0	0.0
0	14	14	0	-0.0160773	0.0997669	-1.82094e-08
0	15	15	0	0.0	1.0	0.0
1	0	16	0	0.456559	0.0992291	1.35745e-08
1	1	17	0	0.0	1.0	0.0
1	2	18	0	-0.0702286	0.100138	-1.26408e-08
1	3	19	0	0.0	1.0	0.0
1	4	20	0	-0.530963	0.0998821	-1.41519e-08
1	5	21	0	0.0	1.0	0.0
1	6	22	0	-0.0710131	0.100062	-4.38698e-09
1	7	23	0	0.0	1.0	0.0
1	8	24	0	0.228448	0.100102	-1.11174e-08
1	9	25	0	0.0	1.0	0.0
1	10	26	0	0.747218	0.0998433	2.37623e-08
1	11	27	0	0.0	1.0	0.0
1	12	28	0	-1.44327	0.105131	-3.19282e-08
1	13	29	0	0.0	1.0	0.0
1	14	30	0	-0.858778	0.100417	-2.41139e-08
1	15	31	0	0.0	1.0	0.0
2	0	32	0	0.160065	0.100068	-1.17372e-08
2	1	33	0	0.0	1.0	0.0
